Active Status,Type,Item,Description,Account, Cost , Price 
Active,Inventory Assembly,P3613- W,"Post-36"" with 3"" x 5"" Base Plate  (36 5/8"")- White",4000 · Sales:4100 · Distribution,20.17,71.7
Active,Inventory Assembly,P362- Blk,"Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Black",4000 · Sales:4100 · Distribution,20.67,91
Active,Inventory Assembly,P362- W,"Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- White",4000 · Sales:4100 · Distribution,20.67,91
Active,Inventory Assembly,P3623- Blk U,"Post- 36"" with 3"" x 5"" Base Plate (34 5/8"")- Black",4000 · Sales:4100 · Distribution,20.67,71.7
Active,Inventory Assembly,P3623- Br,"Post- 36"" with 3"" x 5"" Base Plate (34 5/8"")- Brown",4000 · Sales:4100 · Distribution,20.67,53.3
Active,Inventory Assembly,P3623- Br U,"Post- 36"" with 3"" x 5"" Base Plate (34 5/8"")- Bronze",4000 · Sales:4100 · Distribution,20.67,71.7
Active,Inventory Assembly,P3623- Cl U,"Post- 36"" with 3"" x 5"" Base Plate (34 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,20.67,97.51
Active,Inventory Assembly,P3623- Mil U,"Post- 36"" with 3"" x 5"" Base Plate (34 5/8"")- White",4000 · Sales:4100 · Distribution,20.67,71.7
Active,Inventory Assembly,P3623- W,"Post- 36"" with 3"" x 5"" Base Plate (34 5/8"")- White",4000 · Sales:4100 · Distribution,20.67,53.3
Active,Inventory Assembly,P3623- W U,"Post- 36"" with 3"" x 5"" Base Plate (34 5/8"")- White",4000 · Sales:4100 · Distribution,20.67,71.7
Active,Inventory Assembly,P421- Blk,"Post-42"" with 5"" x 5""  Base Plate  (42 5/8"")- Black",4000 · Sales:4100 · Distribution,25.01,98
Active,Inventory Assembly,P421- Br,"Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- Brown",4000 · Sales:4100 · Distribution,25.01,98
Active,Inventory Assembly,P421- W,"Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- White",4000 · Sales:4100 · Distribution,25.01,98
Active,Inventory Assembly,P421-135°-Blk,"135° Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- Black",4000 · Sales:4100 · Distribution,25.01,104.2
Active,Inventory Assembly,P421-135°-Br,"135° Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- Bronze",4000 · Sales:4100 · Distribution,25.01,104.2
Active,Inventory Assembly,P421-135°-Mil,"135° Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- Mill Finish",4000 · Sales:4100 · Distribution,25.01,104.2
Active,Inventory Assembly,P421-135° - Cl,"135° Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,25.01,141.71
Active,Inventory Assembly,P421-135° - W,"135° Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- White",4000 · Sales:4100 · Distribution,25.01,104.2
Active,Inventory Assembly,P4213- Blk,"Post-42"" with 3"" x 5""  Base Plate  (42 5/8"")- Black",4000 · Sales:4100 · Distribution,25.01,77.6
Active,Inventory Assembly,P4213- Br,"Post-42"" with 3"" x 5"" Base Plate  (42 5/8"")- Bronze",4000 · Sales:4100 · Distribution,25.01,77.6
Active,Inventory Assembly,P4213- Cl,"Post-42"" with 3"" x 5""  Base Plate  (42 5/8"")- Anodized",4000 · Sales:4100 · Distribution,25.01,105.54
Active,Inventory Assembly,P4213- Mil,"Post-42"" with 3"" x 5"" Base Plate  (42 5/8"")- Mill Finish",4000 · Sales:4100 · Distribution,25.01,77.6
Active,Inventory Assembly,P4213- W,"Post-42"" with 3"" x 5"" Base Plate  (42 5/8"")- White",4000 · Sales:4100 · Distribution,25.01,77.6
Active,Inventory Assembly,P422- Blk,"Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Black",4000 · Sales:4100 · Distribution,23.94,98
Active,Inventory Assembly,P422- Br,"Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Brown",4000 · Sales:4100 · Distribution,23.94,59.85
Active,Inventory Assembly,P422- W,"Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- White",4000 · Sales:4100 · Distribution,23.94,59.85
Active,Inventory Assembly,P4223- Blk,"Post- 42"" with 3"" x 5"" Base Plate (40 5/8"")- Black",4000 · Sales:4100 · Distribution,23.94,77.6
Active,Inventory Assembly,P4223- Br,"Post- 42"" with 3"" x 5"" Base Plate (40 5/8"")- Bronze",4000 · Sales:4100 · Distribution,23.94,77.6
Active,Inventory Assembly,P4223- Cl U,"Post- 42"" with 3"" x 5"" Base Plate (40 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,23.94,105.54
Active,Inventory Assembly,P4223- Mil,"Post- 42"" with 3"" x 5"" Base Plate (40 5/8"")- Mill Finish",4000 · Sales:4100 · Distribution,23.94,77.6
Active,Inventory Assembly,P4223- W,"Post- 42"" with 3"" x 5"" Base Plate (40 5/8"")- White",4000 · Sales:4100 · Distribution,23.94,77.6
Active,Inventory Assembly,P650-362- Blk U,"Slim Post- 36"" with Base Plate (34 5/8"")- Black Unlined",4000 · Sales:4100 · Distribution,20.67,50
Active,Inventory Assembly,P650-362- Clr,"Slim Post- 36"" with Base Plate (34 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,20.67,53
Active,Inventory Assembly,PBP 1-Blk,"Midspan picket bottom plate, includes coupling nut and machine screw - Black",4000 · Sales:4100 · Distribution,5.55,12.4
Active,Inventory Assembly,PBP 1-Brn,"Midspan picket bottom plate, includes coupling nut and machine screw - Brown",4000 · Sales:4100 · Distribution,5.55,12.4
Active,Inventory Assembly,PBP 1-Clr,"Midspan picket bottom plate, includes coupling nut and machine screw - Clear Anodized",4000 · Sales:4100 · Distribution,6.55,16.86
Active,Inventory Assembly,PBP 1-W,"Midspan picket bottom plate, includes coupling nut and machine screw - White",4000 · Sales:4100 · Distribution,5.55,12.4
Active,Inventory Assembly,PC1- POW Cl,Pyramid Post Cap- Clear Anodized,4000 · Sales:4100 · Distribution,4.46,11.7
Active,Inventory Assembly,PC1-135°-Blk,Post Cap-135°- Black,4000 · Sales:4100 · Distribution,16.25,36.5
Active,Inventory Assembly,PC1-135°-Brn,Post Cap-135°- Brown,4000 · Sales:4100 · Distribution,16.25,36.5
Active,Inventory Assembly,PC1-135°-Clr,Post Cap-135°- Clear Anodized,4000 · Sales:4100 · Distribution,17.25,49.64
Active,Inventory Assembly,PC1-135°-W,Post Cap-135°- White,4000 · Sales:4100 · Distribution,16.25,36.5
Active,Inventory Assembly,PC2-Blk,"Flat Post Cap- Black, Coastal applications",4000 · Sales:4100 · Distribution,4.75,16.2
Active,Inventory Assembly,PC2-Brn,"Flat Post Cap- Brown, Coastal applications",4000 · Sales:4100 · Distribution,4.75,16.2
Active,Inventory Assembly,PC2-Clr,"Flat Post Cap- Clear Anodized, Coastal applications",4000 · Sales:4100 · Distribution,4.75,22.03
Active,Inventory Assembly,PC2-W,"Flat Post Cap- White, Coastal applications",4000 · Sales:4100 · Distribution,4.75,16.2
Active,Inventory Assembly,PE- Blk-Half Stick,"Half Extrusion - Lined Post Extrusion (9' 4.5"")- Black..",4000 · Sales:4100 · Distribution,60.71,138.63
Active,Inventory Assembly,PE- Br-Half Stick,"Half Extrusion - Lined Post Extrusion (9' 4.5"")- Bronze..",4000 · Sales:4100 · Distribution,60.71,138.63
Active,Inventory Assembly,PE- Mil-Half Stick,"Half Extrusion - Lined Post Extrusion (10' 11"")- Mill Finish..",4000 · Sales:4100 · Distribution,35.4,110.43
Active,Inventory Assembly,PE- W IND-Half Stick,"Half Extrusion - Lined Post Extrusion (10' 11"")- White..Industrial six screw chase..",4000 · Sales:4100 · Distribution,38.96,121.58
Active,Inventory Assembly,PE-135°- Blk-Half Stick,"Half Extrusion - Post Extrusion - 135° (10' 11"")- Black..",4000 · Sales:4100 · Distribution,48.72,149.3
Active,Inventory Assembly,PE-135°- Br-Half Stick,"Half Extrusion - Post Extrusion - 135° (10' 11"")- Bronze..",4000 · Sales:4100 · Distribution,46.5,149.3
Active,Inventory Assembly,PE-135°- Cl-Half Stick,"Half Extrusion - Post Extrusion - 135° (10' 11"")- Clear Anodized..",4000 · Sales:4100 · Distribution,61.73,203.05
Active,Inventory Assembly,PE-135°- Mil-Half Stick,"Half Extrusion - Post Extrusion - 135° (10' 11"")- Mill Finish..",4000 · Sales:4100 · Distribution,44.38,149.3
Active,Inventory Assembly,PE-135°- W-Half Stick,"Half Extrusion - Post Extrusion - 135° (10' 11"")- White..",4000 · Sales:4100 · Distribution,46.35,149.3
Active,Inventory Assembly,PEU- Blk 18 3/4-Half Stick,"Half Extrusion - No Line Post Extrusion (9' 4.5"")- Black",4000 · Sales:4100 · Distribution,39.13,109
Active,Inventory Assembly,PEU- Brn 18 3/4-Half Stick,"Half Extrusion - No Line Post Extrusion (9' 4.5"")- Bronze",4000 · Sales:4100 · Distribution,37.47,109
Active,Inventory Assembly,PEU- Cl 18 3/4-Half Stick,"Half Extrusion - No Line Post Extrusion (9' 4.5"")- Clear Anodized",4000 · Sales:4100 · Distribution,44.08,148.24
Active,Inventory Assembly,PEU- Mill 18 3/4-Half Stick,"Half Extrusion - No Line Post Extrusion (9' 4.5"")- Mill",4000 · Sales:4100 · Distribution,35.48,109
Active,Inventory Assembly,PEU- W 18 3/4-Half Stick,"Half Extrusion - No Line Post Extrusion (9' 4.5"")- White",4000 · Sales:4100 · Distribution,34.29,109
Active,Inventory Assembly,PEU-3x3 Cl 15.5-Half Stick,"Half Extrusion - 3""x3"" Post Extrusion (7"" 9"")- Clear Anodized..",4000 · Sales:4100 · Distribution,67.17,163.98
Active,Inventory Assembly,"PEU500, Blk-Half Stick","Half Extrusion - Series 500 Slotted Post Extrusion, Black, (6005A-T61), 9.75'..",4000 · Sales:4100 · Distribution,80.4,195.73
Active,Inventory Assembly,"PEU500, Clr-Half Stick","Half Extrusion - Series 500 Slotted Post Extrusion  (6005A-T61), C14 Clear Class I-4 Min E, 9.75'..",4000 · Sales:4100 · Distribution,71.06,175.33
Active,Inventory Assembly,PEU650- Blk-Half Stick,"Half Extrusion - No Line Post Extrusion 650 (8' 3"")-Black (6005A-T61)..",4000 · Sales:4100 · Distribution,29.1,99.33
Active,Inventory Assembly,PEU650- Cl-Half Stick,"Half Extrusion - No Line Post Extrusion 650 (8' 3"")-C14 Clear Class I-4 Min E (6005A-T61)..",4000 · Sales:4100 · Distribution,31.85,99.33
Active,Inventory Assembly,Pocket Infill- Blk-Half Stick,Half Extrusion - Series 200/999 Pocket Infill ( 10' )-  Black,4000 · Sales:4100 · Distribution,17.83,41.9
Active,Inventory Assembly,Pocket Infill- Br-Half Stick,Half Extrusion - Series 200/999 Pocket Infill ( 10' )- Bronze,4000 · Sales:4100 · Distribution,16.12,41.9
Active,Inventory Assembly,Pocket Infill- Cl-Half Stick,Half Extrusion - Series 200/999 Pocket Infill ( 10' )- Clear Anodized,4000 · Sales:4100 · Distribution,20.26,56.98
Active,Inventory Assembly,Pocket Infill- Mil-Half Stick,Half Extrusion - Series 200/999 Pocket Infill ( 10' )- Mill Finish,4000 · Sales:4100 · Distribution,12.16,41.9
Active,Inventory Assembly,Pocket Infill- W-Half Stick,Half Extrusion - Series 200/999 Pocket Infill ( 10' )- White,4000 · Sales:4100 · Distribution,16.58,41.9
Active,Inventory Assembly,PT1-360- Blk,"5/8"" X 5/8"" Picket - 30 1/8"" - For 36"" High Top Rails- Black",4000 · Sales:4100 · Distribution,1.44,4
Active,Inventory Assembly,PT1-360- Br,"5/8"" X 5/8"" Picket - 30 1/8"" - For 36"" High Top Rails- Bronze",4000 · Sales:4100 · Distribution,1.44,4
Active,Inventory Assembly,PT1-360- Cl,"5/8"" X 5/8"" Picket - 30 1/8"" - For 36"" High Top Rails- Clear Anodized",4000 · Sales:4100 · Distribution,1.74,5.44
Active,Inventory Assembly,PT1-360- Mil,"5/8"" X 5/8"" Picket - 30 1/8"" - For 36"" High Top Rails- Mill Finish",4000 · Sales:4100 · Distribution,1.44,4
Active,Inventory Assembly,PT1-360- W,"5/8"" X 5/8"" Picket - 30 1/8"" - For 36"" High Top Rails- White",4000 · Sales:4100 · Distribution,1.44,4
Active,Inventory Assembly,PT1-420- Blk,"5/8"" X 5/8"" Picket - 36 1/8""-  For 42"" High Top Rails- Black",4000 · Sales:4100 · Distribution,1.62,4.6
Active,Inventory Assembly,PT1-420- Br,"5/8"" X 5/8"" Picket - 36 1/8""-  For 42"" High Top Rails- Bronze",4000 · Sales:4100 · Distribution,1.62,4.6
Active,Inventory Assembly,PT1-420- Cl,"5/8"" X 5/8"" Picket - 36 1/8""-  For 42"" High Top Rails- Clear Anodized",4000 · Sales:4100 · Distribution,1.96,6.26
Active,Inventory Assembly,PT1-420- Mil,"5/8"" X 5/8"" Picket - 36 1/8""-  For 42"" High Top Rails- Mill Finish",4000 · Sales:4100 · Distribution,1.62,4.6
Active,Inventory Assembly,PT1-420- W,"5/8"" X 5/8"" Picket - 36 1/8""-  For 42"" High Top Rails- White",4000 · Sales:4100 · Distribution,1.62,4.6
Active,Inventory Assembly,RCB1,"Rail Connecting Block for Top & Bottom Rails (1"")",4000 · Sales:4100 · Distribution,0.16,0.4
Active,Inventory Assembly,"RCB1-12""","100 Rail Connecting Block (12"")",4000 · Sales:4100 · Distribution,1.71,4.8
Active,Inventory Assembly,RCB2,"Rail Connecting Block for BR 200 (1"")",4000 · Sales:4100 · Distribution,0.28,0.8
Active,Inventory Assembly,"RCB2-12""","200 Rail Connecting Block (12"")",4000 · Sales:4100 · Distribution,1.82,6.7
Active,Inventory Assembly,RCB5,"Rail Connecting Block for BR 500 (1"")",4000 · Sales:4100 · Distribution,0.28,0.7
Active,Inventory Assembly,"RCB5-12""","Series 500 Rail Connecting Block (12"")",4000 · Sales:4100 · Distribution,1.82,6
Active,Inventory Assembly,RCBE1-Half Stick,Half Extrusion - Rail Connecting Block Extrusion 100 (5'),4000 · Sales:4100 · Distribution,7.92,10.9
Active,Inventory Assembly,RCBE2-Half Stick,Half Extrusion - Rail Connecting Block Extrusion 200 (5'),4000 · Sales:4100 · Distribution,10.87,36.5
Active,Inventory Assembly,RCBE5 -Half Stick,Half Extrusion - Rail Connecting Block Extrusion 200W (5')..,4000 · Sales:4100 · Distribution,10.8,22.97
Active,Inventory Assembly,SP41- Blk,"Series 100 Picket Spacer (4"")- Black",4000 · Sales:4100 · Distribution,0.26,1
Active,Inventory Assembly,SP41- Br,"Series 100 Picket Spacer (4"")- Bronze",4000 · Sales:4100 · Distribution,0.26,1
Active,Inventory Assembly,SP41- Cl,"Series 100 Picket Spacer (4"")- Clear Anodized",4000 · Sales:4100 · Distribution,0.31,1.36
Active,Inventory Assembly,SP41- Mil,"Series 100 Picket Spacer (4"")- Mill Finish",4000 · Sales:4100 · Distribution,0.26,1
Active,Inventory Assembly,SP41- W,"Series 100 Picket Spacer (4"")- White",4000 · Sales:4100 · Distribution,0.26,1
Active,Inventory Assembly,SP42- Blk,"Series 200 Picket Spacer (4"")- Black",4000 · Sales:4100 · Distribution,0.3,0.9
Active,Inventory Assembly,SP42- Br,"Series 200 Picket Spacer (4"")- Bronze",4000 · Sales:4100 · Distribution,0.3,0.9
Active,Inventory Assembly,SP42- Cl,"Series 200 Picket Spacer (4"")- Clear Anodized",4000 · Sales:4100 · Distribution,0.36,1.22
Active,Inventory Assembly,SP42- Mil,"Series 200 Picket Spacer (4"")- Mill Finish",4000 · Sales:4100 · Distribution,0.3,0.9
Active,Inventory Assembly,SP42- W,"Series 200 Picket Spacer (4"")- White",4000 · Sales:4100 · Distribution,0.3,0.9
Active,Inventory Assembly,SPE1- Blk-Half Stick,Half Extrusion - Series 100 Picket Spacer Extrusion (10')- Black,4000 · Sales:4100 · Distribution,10.42,17
Active,Inventory Assembly,SPE1- Br-Half Stick,Half Extrusion - Series 100 Picket Spacer Extrusion (10')- Bronze,4000 · Sales:4100 · Distribution,7.29,17
Active,Inventory Assembly,SPE1- Cl-Half Stick,"Half Extrusion - Series 100 Picket Spacer Extrusion (10'), Clear Anodized",4000 · Sales:4100 · Distribution,10.4,23.12
Active,Inventory Assembly,SPE1- Mil-Half Stick,"Half Extrusion - Series 100 Picket Spacer Extrusion (10'), Mill Finish",4000 · Sales:4100 · Distribution,7.92,17
Active,Inventory Assembly,SPE1- W-Half Stick,Half Extrusion - Series 100 Picket Spacer Extrusion (10')- White,4000 · Sales:4100 · Distribution,6.96,17
Active,Inventory Assembly,SPE2- Blk-Half Stick,Half Extrusion - Series 200 Picket Spacer Extrusion (10')- Black,4000 · Sales:4100 · Distribution,7.68,11.1
Active,Inventory Assembly,SPE2- Br-Half Stick,Half Extrusion - Series 200 Picket Spacer Extrusion (10')- Bronze,4000 · Sales:4100 · Distribution,7.28,11.1
Active,Inventory Assembly,SPE2- Cl-Half Stick,Half Extrusion - Series 200 Picket Spacer Extrusion (10')- Clear Anodized,4000 · Sales:4100 · Distribution,8.06,15.1
Active,Inventory Assembly,SPE2- Mil-Half Stick,Half Extrusion - Series 200 Picket Spacer Extrusion (10')- Mill Finish,4000 · Sales:4100 · Distribution,6.08,11.1
Active,Inventory Assembly,SPE2- W-Half Stick,Half Extrusion - Series 200 Picket Spacer Extrusion (10')- White,4000 · Sales:4100 · Distribution,7.07,11.1
Active,Inventory Assembly,"SS Cable 1/8"",  5'","Stainless steel cable, 316 1x19, 1/8"", 5' lengths",4000 · Sales:4100 · Distribution,0.37,3.75
Active,Inventory Assembly,"SS Cable 1/8"", 10'","Stainless steel cable, 316 1x19, 1/8"", 10' lengths",4000 · Sales:4100 · Distribution,0.73,7.5
Active,Inventory Assembly,"SS Cable 1/8"", 15'","Stainless steel cable, 316 1x19, 1/8"", 15' lengths",4000 · Sales:4100 · Distribution,1.1,11.25
Active,Inventory Assembly,"SS Cable 1/8"", 20'","Stainless steel cable, 316 1x19, 1/8"", 20' lengths",4000 · Sales:4100 · Distribution,1.46,15
Active,Inventory Assembly,"SS Cable 1/8"", 25'","Stainless steel cable, 316 1x19, 1/8"", 25' lengths",4000 · Sales:4100 · Distribution,1.83,18.75
Active,Inventory Assembly,"SS Cable 1/8"", 30'","Stainless steel cable, 316 1x19, 1/8"", 30' lengths",4000 · Sales:4100 · Distribution,2.19,22.5
Active,Inventory Assembly,"SS Cable 1/8"", 35'","Stainless steel cable, 316 1x19, 1/8"", 35' lengths",4000 · Sales:4100 · Distribution,3.15,26.25
Active,Inventory Assembly,"SS Cable 1/8"", 40'","Stainless steel cable, 316 1x19, 1/8"", 40' lengths",4000 · Sales:4100 · Distribution,4.2,30
Active,Inventory Assembly,"SS Cable 1/8"", 45'","Stainless steel cable, 316 1x19, 1/8"", 45' lengths",4000 · Sales:4100 · Distribution,4.73,33.75
Active,Inventory Assembly,"SS Cable 1/8"", 50'","Stainless steel cable, 316 1x19, 1/8"", 50' lengths",4000 · Sales:4100 · Distribution,5.25,37.5
Active,Inventory Assembly,TR100 Blk-Half Stick,Half Extrusion - Black Round Top Rail (10')..,4000 · Sales:4100 · Distribution,36.35,90.33
Active,Inventory Assembly,TR100 Br-Half Stick,Half Extrusion - Brown Round Top Rail (10')..,4000 · Sales:4100 · Distribution,36.35,90.33
Active,Inventory Assembly,TR100 Mil-Half Stick,Half Extrusion - Mill Finish Round Top Rail (10')..,4000 · Sales:4100 · Distribution,36.34,90.33
Active,Inventory Assembly,TR100 Wht-Half Stick,Half Extrusion - White Round Top Rail (10')..,4000 · Sales:4100 · Distribution,36.34,90.33
Active,Inventory Assembly,TR175A  Blk-Half Stick,Half Extrusion - Slim Square Top Rail (9.125' )- Black..,4000 · Sales:4100 · Distribution,27.69,75.33
Active,Inventory Assembly,TR175A  Br 18.5'-Half Stick,Half Extrusion - Slim Square Top Rail (9.125' )- Bronze..,4000 · Sales:4100 · Distribution,25.94,75.33
Active,Inventory Assembly,TR175A  MF-Half Stick,Half Extrusion - Slim Square Top Rail ( 9.125' )- Mill Finish..,4000 · Sales:4100 · Distribution,27.69,75.33
Active,Inventory Assembly,TR175A Br-Half Stick,Half Extrusion - Slim Square Top Rail ( 10' )- Bronze..,4000 · Sales:4100 · Distribution,27.69,80.38
Active,Inventory Assembly,TR200 Blk-Half Stick,Half Extrusion - Top Rail 200 ( 10' )- Black,4000 · Sales:4100 · Distribution,35.22,96.3
Active,Inventory Assembly,TR200 Br-Half Stick,Half Extrusion - Top Rail 200 ( 10' )- Bronze,4000 · Sales:4100 · Distribution,32.01,96.3
Active,Inventory Assembly,TR200 Cl-Half Stick,Half Extrusion - Top Rail 200 ( 10' )- Clear Anodized,4000 · Sales:4100 · Distribution,40.11,130.97
Active,Inventory Assembly,TR200 Mil-Half Stick,Half Extrusion - Top Rail 200 ( 10' )- Mill Finish,4000 · Sales:4100 · Distribution,20.4,96.3
Active,Inventory Assembly,TR200 W-Half Stick,Half Extrusion - Top Rail 200 ( 10' )- White,4000 · Sales:4100 · Distribution,28.06,96.3
Active,Inventory Assembly,TR225 Cl-Half Stick,Half Extrusion - Top Rail 225 ( 10' )- Clear Anodized..,4000 · Sales:4100 · Distribution,46.52,114.43
Active,Inventory Assembly,TR375 Blk-Half Stick,Half Extrusion - Square Top Rail ( 10' )- Black,4000 · Sales:4100 · Distribution,30.65,84.6
Active,Inventory Assembly,TR375 Br-Half Stick,Half Extrusion - Square Top Rail ( 10' )- Bronze,4000 · Sales:4100 · Distribution,28.74,84.6
Active,Inventory Assembly,TR375 Cl-Half Stick,Half Extrusion - Square Top Rail ( 10' )- Clear Anodized,4000 · Sales:4100 · Distribution,33.74,115.06
Active,Inventory Assembly,TR375 Mil-Half Stick,Half Extrusion - Square Top Rail ( 10' )- Mill Finish,4000 · Sales:4100 · Distribution,25.77,84.6
Active,Inventory Assembly,TR375 W-Half Stick,Half Extrusion - Square Top Rail ( 10' )- White,4000 · Sales:4100 · Distribution,28.74,84.6
Active,Inventory Assembly,TR400 Blk-Half Stick,Half Extrusion - Top Rail 400 ( 10' )- Black,4000 · Sales:4100 · Distribution,16.07,79.2
Active,Inventory Assembly,TR400 Br-Half Stick,Half Extrusion - Top Rail 400 ( 10' )- Bronze,4000 · Sales:4100 · Distribution,14.99,79.2
Active,Inventory Assembly,TR400 Cl-Half Stick,Half Extrusion - Top Rail 400 ( 10' )- Clear Anodized,4000 · Sales:4100 · Distribution,16.54,107.71
Active,Inventory Assembly,TR400 Mil-Half Stick,Half Extrusion - Top Rail 400 ( 10' )- Mill Finish,4000 · Sales:4100 · Distribution,12.11,79.2
Active,Inventory Assembly,TR400 W-Half Stick,Half Extrusion - Top Rail 400 ( 10' )- White,4000 · Sales:4100 · Distribution,31.54,79.2
Active,Inventory Assembly,TR999 Blk-Half Stick,Half Extrusion - Top Rail 999 -( 10' )- Black,4000 · Sales:4100 · Distribution,28.7,82.1
Active,Inventory Assembly,TR999 Br-Half Stick,Half Extrusion - Top Rail 999 -( 10' )- Bronze,4000 · Sales:4100 · Distribution,29.54,82.1
Active,Inventory Assembly,TR999 Cl-Half Stick,Half Extrusion - Top Rail 999 -( 10' )- Clear Anodized,4000 · Sales:4100 · Distribution,33.36,111.66
Active,Inventory Assembly,TR999 Mil-Half Stick,Half Extrusion - Top Rail 999 -( 10' )- Mill Finish,4000 · Sales:4100 · Distribution,22.64,82.1
Active,Inventory Assembly,TR999 W-Half Stick,Half Extrusion - Top Rail 999 -( 10' )- White,4000 · Sales:4100 · Distribution,28.87,82.1
Active,Inventory Assembly,UD FP45- Blk,"Undrilled 45"" Fascia Post- Black",4000 · Sales:4100 · Distribution,18,48.4
Active,Inventory Assembly,UD FP45- Brn,"Undrilled 45"" Fascia Post- Bronze",4000 · Sales:4100 · Distribution,20,48.4
Active,Inventory Assembly,UD FP45- Cl,"Undrilled 45"" Fascia Post- Clear Anodized",4000 · Sales:4100 · Distribution,18,65.82
Active,Inventory Assembly,UD FP45- W,"Undrilled 45"" Fascia Post- White",4000 · Sales:4100 · Distribution,18,48.4
Active,Inventory Assembly,UD FP56- Blk,"Undrilled 56"" Fascia Post- Black",4000 · Sales:4100 · Distribution,21.5,57.8
Active,Inventory Assembly,UD FP56- Brn,"Undrilled 56"" Fascia Post- Bronze",4000 · Sales:4100 · Distribution,21.5,57.8
Active,Inventory Assembly,UD FP56- Cl,"Undrilled 56"" Fascia Post- Clear Anodized",4000 · Sales:4100 · Distribution,21.5,78.61
Active,Inventory Assembly,UD FP56- W,"Undrilled 56"" Fascia Post- White",4000 · Sales:4100 · Distribution,21.5,57.8
Active,Inventory Assembly,UD P361- Blk U,"Undrilled Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- Black Unlined",4000 · Sales:4100 · Distribution,22.17,74.4
Active,Inventory Assembly,UD P361- Br U,"Undrilled Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- Bronze Unlined",4000 · Sales:4100 · Distribution,22.17,74.4
Active,Inventory Assembly,UD P361- Cl U,"Undrilled Post-36"" with 5"" x 5"" Base Plate (36 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,26.83,101.18
Active,Inventory Assembly,UD P361- Mil U,"Undrilled Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- Mill Finish Unlined",4000 · Sales:4100 · Distribution,22.17,74.4
Active,Inventory Assembly,UD P361- W U,"Undrilled Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- White Unlined",4000 · Sales:4100 · Distribution,22.17,74.4
Active,Inventory Assembly,UD P361-135° - Blk,"135° Undrilled Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- Black",4000 · Sales:4100 · Distribution,22.17,99
Active,Inventory Assembly,UD P361-135° - BR,"135° Undrilled Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- Bronze",4000 · Sales:4100 · Distribution,22.17,99
Active,Inventory Assembly,UD P361-135° - CL,"135° Undrilled Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,22.17,134.64
Active,Inventory Assembly,UD P361-135° - Mill,"135° Undrilled Post-36"" with 5"" x 5""  Base Plate  (36 5/8"")- Mill Finish",4000 · Sales:4100 · Distribution,22.17,99
Active,Inventory Assembly,UD P361-135° - White,"135° Undrilled Post-36"" with 5"" x 5"" Base Plate  (36 5/8"")- White",4000 · Sales:4100 · Distribution,22.17,99
Active,Inventory Assembly,UD P362- Blk U,"Undrilled Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Black Unlined",4000 · Sales:4100 · Distribution,20.67,74.4
Active,Inventory Assembly,UD P362- Br U,"Undrilled Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Bronze Unlined",4000 · Sales:4100 · Distribution,20.67,74.4
Active,Inventory Assembly,UD P362- Cl U,"Undrilled Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Clear Anodized Unlined",4000 · Sales:4100 · Distribution,25.01,101.18
Active,Inventory Assembly,UD P362- Mil U,"Undrilled Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Mill Finish Unlined",4000 · Sales:4100 · Distribution,20.67,74.4
Active,Inventory Assembly,UD P362- W U,"Undrilled Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- White Unlined",4000 · Sales:4100 · Distribution,20.67,74.4
Active,Inventory Assembly,UD P362 - 135° Blk,"Undrilled 135° Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Black",4000 · Sales:4100 · Distribution,20.67,87.5
Active,Inventory Assembly,UD P362 - 135° Br,"Undrilled 135° Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Bronze",4000 · Sales:4100 · Distribution,20.67,87.5
